Flamengo_RJ,Sport_Recife,1.6,4.15,6.33
Palmeiras,Atletico-PR,1.81,3.72,4.94
Atletico-MG,Santos,3.17,3.25,2.49
Coritiba,Cruzeiro,2.68,3.25,2.91
Botafogo_RJ,Sao_Paulo,1.95,3.46,4.45
Santa_Cruz,Vitoria,1.83,3.62,4.9
America_MG,Fluminense,2.63,3.33,2.91
Corinthians,Gremio,1.85,3.44,5.2
Figueirense,Ponte_Preta,2.33,3.19,3.53
Internacional,Chapecoense-SC,1.67,3.7,6.41
Ponte_Preta,Palmeiras,2.64,3.25,2.95
Fluminense,Santa_Cruz,1.63,3.9,5.2
Cruzeiro,Figueirense,1.41,4.48,10.69
Atletico-PR,Atletico-MG,2.27,3.45,3.4
Santos,Coritiba,1.57,4.03,7.06
Chapecoense-SC,America_MG,1.66,3.78,6.31
Gremio,Flamengo_RJ,2.17,3.39,3.71
Sao_Paulo,Internacional,2,3.39,4.34
Vitoria,Corinthians,2.88,3.28,2.44
Sport_Recife,Botafogo_RJ,1.88,3.61,4.67
Botafogo_RJ,Atletico-PR,2.21,3.38,3.62
Figueirense,Santos,2.53,3.16,3.19
America_MG,Vitoria,2.18,3.44,3.62
Flamengo_RJ,Chapecoense-SC,1.68,3.75,6.11
Coritiba,Sao_Paulo,2.27,3.25,3.61
Palmeiras,Fluminense,1.95,3.56,4.31
Santa_Cruz,Cruzeiro,2.54,3.31,3.03
Corinthians,Ponte_Preta,1.6,4.12,6.46
Internacional,Sport_Recife,1.6,3.92,6.83
Atletico-MG,Gremio,2.39,3.27,3.34
Cruzeiro,America_MG,1.57,4.08,7.02
Atletico-PR,Figueirense,1.75,3.75,5.4
Chapecoense-SC,Santa_Cruz,2,3.46,4.22
Ponte_Preta,Flamengo_RJ,2.55,3.24,3.08
Sport_Recife,Corinthians,2.99,3.19,2.65
Fluminense,Botafogo_RJ,2.05,3.53,3.95
Sao_Paulo,Palmeiras,2.26,3.3,3.56
Vitoria,Atletico-MG,2.41,3.3,3.26
Gremio,Coritiba,1.6,3.99,6.74
Santos,Internacional,2.22,3.33,3.65
Internacional,Atletico-PR,1.57,4,7.14
Corinthians,Santos,1.57,3.93,7.48
Coritiba,Chapecoense-SC,2.33,3.11,3.21
Santa_Cruz,Sport_Recife,2.14,3.34,3.86
Atletico-MG,Fluminense,1.92,3.52,4.55
Botafogo_RJ,Cruzeiro,5.11,3.55,1.83
Figueirense,Sao_Paulo,2.69,3.15,2.98
America_MG,Ponte_Preta,2.34,3.25,3.06
Flamengo_RJ,Vitoria,1.46,4.58,8.35
Palmeiras,Gremio,2,3.45,4.26
Atletico-PR,Santa_Cruz,1.55,4.17,7.07
Chapecoense-SC,Fluminense,2.63,3.31,2.92
Corinthians,Coritiba,1.47,4.34,8.55
America_MG,Figueirense,2.3,3.29,3.49
Santos,Botafogo_RJ,1.78,3.66,5.3
Flamengo_RJ,Palmeiras,2.49,3.34,3.08
Gremio,Ponte_Preta,1.51,4.11,8.5
Sport_Recife,Atletico-MG,2.23,3.44,3.5
Vitoria,Internacional,2.96,3.32,2.59
Cruzeiro,Sao_Paulo,1.79,3.52,4.57
Internacional,America_MG,1.47,4.39,8.68
Ponte_Preta,Chapecoense-SC,2.15,3.37,3.79
Fluminense,Gremio,2.26,3.13,3.81
Sao_Paulo,Atletico-PR,1.76,3.65,5.44
Botafogo_RJ,Vitoria,1.93,3.58,4.4
Coritiba,Sport_Recife,1.96,3.46,4.43
Atletico-MG,Cruzeiro,2.01,3.55,4.06
Figueirense,Flamengo_RJ,2.85,3.23,2.75
Palmeiras,Corinthians,2.32,3.2,3.56
Santa_Cruz,Santos,2.67,3.17,2.98
Chapecoense-SC,Gremio,3,3.15,2.67
Ponte_Preta,Atletico-PR,2.08,3.42,3.98
Sao_Paulo,Vitoria,1.44,4.61,8.63
Botafogo_RJ,America_MG,1.83,3.59,4.97
Santa_Cruz,Figueirense,1.92,3.5,4.61
Santos,Sport_Recife,1.57,4.23,6.61
Coritiba,Palmeiras,3.05,3.36,2.51
Cruzeiro,Flamengo_RJ,2.16,3.25,3.93
Internacional,Atletico-MG,1.91,3.63,4.45
Fluminense,Corinthians,3.59,3.27,2.27
Palmeiras,Santa_Cruz,1.42,4.63,7.16
Atletico-PR,Santos,2.19,3.29,3.77
America_MG,Coritiba,2.32,3.32,3.4
Atletico-MG,Ponte_Preta,1.52,4.44,7.14
Vitoria,Chapecoense-SC,2.01,3.5,4.14
Corinthians,Botafogo_RJ,1.48,4.28,6.52
Figueirense,Internacional,3.46,3.16,2.38
