Fortaleza,Athletico-PR,2.04,3.38,3.85
Coritiba,Internacional,3.85,3.13,2.14
Sport_Recife,Ceara,2.94,3.02,2.67
Flamengo_RJ,Atletico-MG,1.46,4.84,6.35
Santos,Bragantino,2.17,3.31,3.53
Gremio,Fluminense,1.6,3.78,6.36
Athletico-PR,Goias,1.27,5.78,11.24
Atletico-MG,Corinthians,2.04,3.26,4.03
Bragantino,Botafogo_RJ,1.62,3.98,5.59
Atletico_GO,Flamengo_RJ,7.61,4.4,1.45
Bahia,Coritiba,2.12,2.97,4.21
Ceara,Gremio,2.68,2.97,2.98
Fluminense,Palmeiras,4.6,3.3,1.91
Sao_Paulo,Fortaleza,1.59,3.76,6.56
Internacional,Santos,1.9,3.2,4.9
Vasco,Sport_Recife,2.14,3.04,4.01
Gremio,Corinthians,1.75,3.3,5.74
Coritiba,Flamengo_RJ,5.3,3.69,1.7
Palmeiras,Goias,1.18,7.15,16.75
Atletico-MG,Ceara,1.57,3.95,6.33
Bahia,Bragantino,2.88,3.18,2.6
Vasco,Sao_Paulo,3.09,3.21,2.43
Fluminense,Internacional,3.62,3.05,2.26
Atletico_GO,Sport_Recife,2.03,3.18,4.21
Fortaleza,Botafogo_RJ,2.04,3.18,4.15
Santos,Athletico-PR,2.45,3.19,3.08
Bragantino,Fluminense,2.11,3.2,3.85
Flamengo_RJ,Gremio,2.08,3.16,4.02
Athletico-PR,Palmeiras,3.49,3.07,2.31
Goias,Fortaleza,2.78,2.98,2.86
Internacional,Atletico_GO,1.79,3.38,5.22
Botafogo_RJ,Atletico-MG,4.49,3.52,1.85
Corinthians,Coritiba,1.87,3.17,5.12
Sport_Recife,Santos,2.48,3.26,2.98
Ceara,Vasco,2.07,3.15,4.08
Sao_Paulo,Bahia,1.74,3.58,5.22
Athletico-PR,Fluminense,1.93,3.3,4.54
Internacional,Atletico-MG,2.25,3.32,3.32
Goias,Atletico_GO,2.96,3.05,2.63
Flamengo_RJ,Botafogo_RJ,1.36,4.86,9.27
Bragantino,Coritiba,1.59,3.88,6.16
Palmeiras,Santos,2.01,3.13,4.41
Vasco,Gremio,3.97,3.2,2.08
Sport_Recife,Sao_Paulo,3.4,3.13,2.32
Ceara,Bahia,2.13,3.19,3.8
Sao_Paulo,Athletico-PR,1.98,3.2,4.29
Corinthians,Fortaleza,1.94,3.25,4.39
Botafogo_RJ,Internacional,4.67,3.46,1.82
Bahia,Palmeiras,4.2,2.99,2.09
Fluminense,Vasco,2.2,3.14,3.59
Fortaleza,Bragantino,2.29,3.28,3.22
Sao_Paulo,Corinthians,2.31,3.01,3.47
Coritiba,Sport_Recife,2.42,2.99,3.29
Santos,Flamengo_RJ,3.53,3.51,2.07
Atletico_GO,Ceara,2.5,3.12,3.03
Ceara,Fortaleza,2.65,2.93,3.06
Fluminense,Atletico_GO,1.74,3.48,5.38
Goias,Corinthians,3.42,3.1,2.32
Athletico-PR,Bragantino,2.38,3.32,3.08
Bahia,Flamengo_RJ,3.35,3.15,2.32
Botafogo_RJ,Coritiba,2.15,3.23,3.68
Palmeiras,Internacional,1.96,3.08,4.75
Santos,Vasco,1.69,3.88,5.06
Gremio,Sport_Recife,1.36,4.85,9.14
Atletico-MG,Sao_Paulo,2.03,3.27,4.07
Flamengo_RJ,Fortaleza,1.45,4.46,7.41
Corinthians,Botafogo_RJ,1.79,3.46,5.04
Ceara,Santos,2.07,3.24,3.92
Bragantino,Palmeiras,3.29,3.14,2.36
Internacional,Bahia,1.58,3.86,6.4
Sao_Paulo,Fluminense,1.91,3.24,4.7
Vasco,Athletico-PR,2.35,3.11,3.34
Atletico_GO,Gremio,5,3.32,1.83
Coritiba,Atletico-MG,4.95,3.8,1.71
Sport_Recife,Goias,1.98,3.15,4.5
Athletico-PR,Botafogo_RJ,1.75,3.54,5.26
Fortaleza,Sport_Recife,1.97,3.35,4.26
Goias,Coritiba,2.62,3.06,3.04
Sao_Paulo,Bragantino,2.07,3.4,3.8
Fluminense,Flamengo_RJ,5.54,3.83,1.66
Santos,Atletico-MG,4.41,3.99,1.77
Bahia,Gremio,3.81,3.24,2.14
Corinthians,Palmeiras,3.88,2.96,2.25
Internacional,Ceara,1.7,3.46,5.96
Vasco,Atletico_GO,2.2,3.18,3.71
Athletico-PR,Coritiba,2.01,3.14,4.58
Santos,Sao_Paulo,3.38,3.35,2.27
Fluminense,Corinthians,2.36,3.08,3.52
Gremio,Fortaleza,1.61,3.85,6.42
Atletico-MG,Bragantino,1.67,3.94,5.45
Bahia,Atletico_GO,2.16,3.18,3.88
Ceara,Flamengo_RJ,3.82,3.4,2.09
Goias,Internacional,4.44,3.43,1.93
Palmeiras,Sport_Recife,1.46,4.28,8.35
Botafogo_RJ,Vasco,2.64,3.04,3.07
Corinthians,Bahia,2.22,3.28,3.6
Bragantino,Ceara,2.05,3.38,3.8
Fortaleza,Internacional,3.01,2.88,2.83
Atletico_GO,Atletico-MG,4.69,3.46,1.84
Coritiba,Vasco,2.17,3.26,3.77
Gremio,Palmeiras,2.5,2.97,3.38
Botafogo_RJ,Santos,2.73,3.4,2.68
Sport_Recife,Fluminense,2.45,3.07,3.34
Sport_Recife,Corinthians,2.82,3,2.9
Athletico-PR,Bahia,2.26,3.09,3.75
Internacional,Sao_Paulo,2.42,3.02,3.46
Atletico-MG,Gremio,1.74,3.78,5.07
Vasco,Bragantino,3.32,3.46,2.26
Palmeiras,Flamengo_RJ,1.31,5.6,10.54
Atletico_GO,Botafogo_RJ,2.01,3.39,4.14
Ceara,Goias,1.61,4.09,5.82
Santos,Fortaleza,2.08,3.43,3.82
Fluminense,Coritiba,1.99,3.26,4.42
Botafogo_RJ,Bahia,2.65,3.32,2.82
Corinthians,Atletico_GO,2.37,3.08,3.49
Gremio,Internacional,2.39,2.88,3.72
Palmeiras,Ceara,1.44,4.54,8.22
Bragantino,Corinthians,2.21,3.34,3.55
Botafogo_RJ,Fluminense,2.94,3.04,2.75
Coritiba,Sao_Paulo,4.96,3.63,1.79
Flamengo_RJ,Athletico-PR,1.51,4.34,6.92
Bahia,Sport_Recife,1.88,3.45,4.69
Fortaleza,Atletico_GO,2.4,3.04,3.48
Goias,Santos,2.86,3.42,2.55
Atletico-MG,Vasco,1.36,5.14,9.24
Corinthians,Santos,2.28,3.25,3.49
Bahia,Vasco,1.84,3.49,4.85
Flamengo_RJ,Sport_Recife,1.4,4.96,8.18
Gremio,Coritiba,1.53,3.95,7.53
Goias,Fluminense,3.57,3.38,2.18
Sao_Paulo,Atletico_GO,1.66,3.93,5.56
Botafogo_RJ,Palmeiras,4.12,3.24,2.07
Fortaleza,Atletico-MG,4.09,3.6,1.95
Athletico-PR,Ceara,2.1,3.27,3.97
Bragantino,Internacional,2.93,3.06,2.74
Vasco,Flamengo_RJ,5.38,3.91,1.68
Coritiba,Fortaleza,2.82,2.97,2.93
Palmeiras,Sao_Paulo,2.57,3.03,3.18
Atletico-MG,Goias,1.26,6.5,10.68
Fluminense,Bahia,2.49,3.26,3.09
Santos,Gremio,3.42,3.03,2.43
Atletico_GO,Bragantino,2.53,3.04,3.23
Sport_Recife,Botafogo_RJ,2.58,3.12,3.08
Ceara,Corinthians,2.18,3.26,3.72
Internacional,Athletico-PR,1.8,3.35,5.45
Flamengo_RJ,Goias,1.22,6.88,12.35
Palmeiras,Coritiba,1.51,4.08,7.65
Gremio,Botafogo_RJ,1.47,4.49,7.35
Santos,Atletico_GO,2.22,3.41,3.45
Athletico-PR,Corinthians,2.29,3.1,3.65
Atletico-MG,Fluminense,1.45,4.61,7.49
Sport_Recife,Internacional,4.5,3.12,2.03
Flamengo_RJ,Bragantino,1.57,4.45,5.63
Goias,Bahia,4.1,3.38,2.02
Atletico_GO,Athletico-PR,2.5,3.04,3.29
Coritiba,Santos,3.04,3.25,2.53
Fluminense,Ceara,2.03,3.36,4.09
Sao_Paulo,Gremio,2.19,3.01,4.09
Corinthians,Flamengo_RJ,4.22,3.86,1.85
Internacional,Vasco,1.51,4.39,6.73
Bragantino,Sport_Recife,1.71,3.82,5.24
Fortaleza,Palmeiras,3.4,3,2.47
Bahia,Atletico-MG,5,3.94,1.71
Botafogo_RJ,Goias,1.55,4.23,6.39
Vasco,Corinthians,2.85,2.84,3.03
Bragantino,Goias,1.42,4.84,7.86
Ceara,Coritiba,1.95,3.38,4.41
Atletico-MG,Sport_Recife,1.29,5.7,10.59
Atletico_GO,Palmeiras,3.75,3.18,2.21
Fluminense,Santos,2.48,3.09,3.27
Athletico-PR,Gremio,2.31,3.04,3.69
Internacional,Flamengo_RJ,2.98,3.12,2.65
Botafogo_RJ,Ceara,2.37,3.28,3.15
Corinthians,Internacional,3.42,3.12,2.38
Coritiba,Atletico_GO,2.49,3.09,3.25
Fortaleza,Fluminense,2.3,3.09,3.64
Flamengo_RJ,Sao_Paulo,1.86,3.68,4.42
Sport_Recife,Athletico-PR,3.1,3.1,2.58
Santos,Bahia,2.12,3.52,3.59
Goias,Vasco,2.96,3.18,2.63
Palmeiras,Atletico-MG,2.45,3.38,3.05
Gremio,Bragantino,1.99,3.42,4.17
Athletico-PR,Fortaleza,2.2,2.99,4.07
Sao_Paulo,Goias,1.32,5.68,9.7
Atletico_GO,Corinthians,2.43,3.17,3.26
Internacional,Coritiba,1.78,3.3,5.88
Vasco,Palmeiras,4.47,3.24,1.99
Atletico-MG,Flamengo_RJ,2.39,3.7,2.9
Bahia,Botafogo_RJ,2.15,3.4,3.65
Bragantino,Santos,2.25,3.38,3.41
Ceara,Sport_Recife,1.84,3.58,4.71
Fluminense,Gremio,2.81,2.88,3.03
Bahia,Fortaleza,2.43,2.95,3.53
Santos,Internacional,3.66,3.29,2.19
Sport_Recife,Vasco,2.71,3.07,2.96
Goias,Athletico-PR,4.52,3.64,1.85
Corinthians,Atletico-MG,3.89,3.77,1.95
Fortaleza,Sao_Paulo,3.06,3.2,2.54
Gremio,Ceara,1.75,3.62,5.26
Flamengo_RJ,Atletico_GO,1.48,4.52,7
Palmeiras,Fluminense,2.01,3.35,4.16
Coritiba,Bahia,2.89,3.08,2.77
Botafogo_RJ,Bragantino,2.68,3.11,2.96
Atletico-MG,Athletico-PR,1.76,3.82,4.85
Vasco,Fortaleza,2.34,3.19,3.42
Bragantino,Bahia,2.24,3.35,3.47
Athletico-PR,Santos,1.54,4.13,6.23
Flamengo_RJ,Coritiba,1.35,5.23,9.19
Goias,Palmeiras,4.74,3.58,1.83
Ceara,Atletico-MG,2.87,3.48,2.52
Sao_Paulo,Vasco,1.4,4.86,8.49
Botafogo_RJ,Fortaleza,2.21,3.15,3.79
Internacional,Fluminense,2.07,3.09,4.38
Corinthians,Gremio,3.66,3.04,2.32
Sport_Recife,Atletico_GO,3.17,3.03,2.58
Ceara,Sao_Paulo,3.18,3.32,2.4
Atletico-MG,Botafogo_RJ,1.67,4.04,5.27
Coritiba,Corinthians,3.19,2.89,2.67
Fortaleza,Goias,1.66,3.91,5.63
Palmeiras,Athletico-PR,1.73,3.62,5.51
Santos,Sport_Recife,1.71,3.66,5.63
Bahia,Sao_Paulo,3.66,3.38,2.15
Atletico_GO,Internacional,3.17,3.16,2.5
Gremio,Goias,1.31,5.59,10.57
Vasco,Ceara,3.14,3.05,2.58
Fluminense,Bragantino,3.62,3.39,2.16
Fortaleza,Corinthians,2.48,2.98,3.4
Goias,Sao_Paulo,9.32,5.11,1.36
Botafogo_RJ,Flamengo_RJ,6.21,4.46,1.53
Santos,Palmeiras,3.14,3.21,2.48
Bahia,Ceara,2.73,3.18,2.84
