America-MG|2|8|11|12|14|17|18|19|22|24|25|27|28|29|31|33|34|36|38| [19]
Atletico-MG|7|13|17|20|21|25|28|29|30|32| [10]
Athletico-PR|2|3|6|7|10|11|12|17|18|23|27|30| [12]
Bahia|1|3|4|6|8|9|10|20|21|22|24|27|35|37|38| [15]
Botafogo|4|6|10|13|14|16|17|19|20|22|24|29|30|38| [14]
Ceara|1|2|3|7|8|9|10|14|15|18|21|24|29|32|35|38| [16]
Chapecoense|3|6|10|12|14|15|19|24|29|30|32|34|35|37| [14]
Corinthians|3|9|11|12|17|19|20|24|27|28|29|32|34|36|37|38| [16]
Cruzeiro|1|2|3|6|11|15|16|18|22|24|25|28|29|33|35|37|38| [17]
Flamengo|13|17|19|22|27| [5]
Fluminense|8|10|12|16|18|19|23|27|29|31|32|33|34|35|36|37| [16]
Gremio|2|5|6|8|10|12|14|23|24|29|36|37| [12]
Internacional|2|3|4|5|9|10|21|22|35| [9]
Palmeiras|3|5|8|15|17|21| [6]
Parana|1|2|6|7|8|11|13|15|16|17|19|21|22|24|25|26|28|29|30|34|36| [21]
Santos|2|6|7|8|14|16|17|23|25|33|34| [11]
Sao Paulo|2|10|23|25|28|30|36|37|38| [9]
Sport|1|5|9|12|13|15|19|20|21|23|24|26|29|33|34|35|37| [17]
Vasco|7|15|18|20|22|24|35|37|38| [9]
Vitoria|11|12|16|18|19|20|23|25|28|31|34|36|37| [13]
