Atletico-MG||3|7|18|20|21|27|32|38| [9]
Athletico-PR|12|16|17|20|22|23|24|26|27|34| [10]
Bahia|5|7|8|10|12|16|17|18|19|27|28|31|32|33| [14]
Botafogo|1|3|5|10|12|14|16|19|21|25|27|30|33|34|35|36|37|38| [18]
Chapecoense|1|3|6|8|12|14|15|17|19|20|23|29|30|32|33|34| [16]
Corinthians|1|5|9|11|13|19|21|24|25| [9]
Coritiba|1|2|4|7|8|10|11|13|15|17|18|19|23|28|29| [15]
Criciuma|2|4|5|7|9|11|14|15|16|17|18|19|20|24|27|30|34|35| [18]
Cruzeiro|8|14|21|25|27|28| [6]
Figueirense|1|2|3|4|6|7|11|12|21|26|28|30|32| [13]
Flamengo|1|2|4|5|7|9|11|13|19|20|26|35| [12]
Fluminense|5|8|15|16|24|27|33| [7]
Goias|1|4|8|9|10|11|13|14|15|17|19|21|24|25|29|31|32|34|35|37| [20]
Gremio|1|3|7|8|9|10|14|16|21|22|24|26|29|36|37| [15]
Internacional|5|16|17|20|22|27|30| [7]
Palmeiras|2|7|8|9|10|12|18|21|23|33|34|35|36| [13]
Santos|2|3|7|11|13|14|15|18|22|28|30|33|34|36| [14]
Sao Paulo|11|28|30|38| [4]
Sport|6|8|11|13|14|17|19|22|24|25|26|27|30| [13]
Vitoria|1|5|8|9|11|15|16|17|21|24|25|29|32|36|37|38| [16]
