America-MG|1|10|11|12|13|14|15|17|20|23|28|29|30|31|34|35|36|38| [18]
Atletico-MG|3|8|14|20|29|34| [6]
Athletico-PR|1|5|10|12|17|19|20|21|23|25|28|30|32|37|38| [15]
Botafogo|1|4|5|6|10|14|18|22|25|27|33|34|35|36| [14]
Chapecoense|1|6|10|13|14|27|31|32|37| [9]
Corinthians|1|7|8|18|20|22|26|27|28|29|34|37| [12]
Coritiba|4|11|13|14|17|22|24|29|30|31|33|37|38| [13]
Cruzeiro|1|6|8|9|14|15|17|24|25|30|31|33|37| [13]
Figueirense|1|6|8|10|11|12|20|26|28|29|30|32|33|34|36|38| [16]
Flamengo|2|7|13|18|20|28|34|38| [8]
Fluminense|3|6|13|14|16|22|23|36|37| [9]
Gremio|1|11|17|18|23|24|25|26|28|32|33|34|38| [13]
Internacional|1|6|12|13|14|15|17|20|25|26|30|32|34|36| [14]
Palmeiras|4|16|24|30|33| [5]
Ponte Preta|1|3|6|9|10|17|27|29|32|33| [10]
Santa Cruz|5|6|7|10|12|16|17|18|21|22|29|31|32|35|38| [15]
Santos|1|4|5|9|18|19|22|27|37| [9]
Sao Paulo|5|10|11|13|16|20|22|26|27|28|30|33|36| [13]
Sport|1|3|4|8|10|21|23|25|26|30|35|36| [12]
Vitoria|5|8|14|17|26|29|30|31|32| [9]
